0	0
6.25	53971.88
12.5	84287.94
25	120073.21
50	151230.1
75	165086.69
100	173024.91
125	177792
175	183097.22
225	185675.96
275	186951.34
300	187300.55
325	187517.37
350	187631.36
375	187660.17
400	187629.2
425	187546.66
525	186871.47
625	185887.59
725	184766.26
825	183584.37
925	182369.45
1000	181438.1
